,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,changereasondscrpt,forecastcontent
2178,2020-06-30,2020-07-15,002858.SZA,力盛赛车,文化传媒,reduction,首亏,-403.05,-338.11,-370.58,"上半年受疫情影响,公司遵循防疫统筹安排,相关赛事未能举办。公司预计国内外赛事将延期至2020年8月份开始举行。受上述情况影响,加之上半年公司汽车推广活动取消,致使收入规模较上年同期大幅减少;而公司仍需承担员工工资、房租、折旧、摊销等固定费用,导致上半年公司经营业绩出现亏损。上半年公司取得各类政府补助372万元,资产处置收益213万元,政府补助、资产处置收益属于非经常性损益。","预计2020年1-6月归属于上市公司股东的净利润亏损:1,100万元至1,400万元。"
2179,2020-06-30,2020-07-15,002848.SZA,高斯贝尔,通讯行业,unknown,续亏,-44.24,3.84,-20.2,"报告期内,受新型冠状病毒肺炎疫情的影响,业务上下游企业的复工时间均延期,且“疫情”期间公司投入的防疫物资费用增加;同时,因近期中印边境紧张局势影响,公司产品出口量也受到较大影响,导致公司主营收入同比去年预计下降45%左右。公司将积极根据市场变化情况,进行产品和市场结构调整,以最大限度降低影响。","预计2020年1-6月归属于上市公司股东的净利润亏损:3,000万元至4,500万元。"
2180,2020-06-30,2020-07-15,300582.SZA,英飞特,电子元件,unknown,续盈,-10.0,10.0,0.0,"报告期内,受全球新冠肺炎疫情影响,公司一季度销售收入及净利润均有所下滑,二季度随着国内整体防疫工作取得的阶段性成果及国家疫情防控常态化政策引导,基于大环境逐步复苏,公司积极调整应对后疫情时代的各种变化,分析争取市场端机会,持续优化生产运营管理、严格管控各项成本及费用开支费效比,使得本报告期归属于上市公司股东的净利润与去年同期相较基本持平。2、报告期内,预计非经常性损益对公司净利润的影响金额为人民币348.00万元,主要为公司收到的政府补助资金、理财收益等。","预计2020年1-6月归属于上市公司股东的净利润盈利:3,512.87万元至4,293.51万元,同比上年变动:-10%至10%。"
2181,2020-06-30,2020-07-15,300487.SZA,蓝晓科技,化工行业,reduction,略减,-20.0,0.0,-10.0,"1、报告期内,面对疫情带来的影响,公司采取积极措施应对。第二季度,实现公司经营业绩稳中有升。报告期内,公司新产能释放明显,面向国际市场的大应用领域起步良好,国内市场重点领域强化营销,利用远程调试、云拜访等创新方式解决现场服务、客户互动等困难,吸附分离材料销售实现单季度历史最好水平。2、报告期内公司营业收入同比下降,主要原因系上年同期公司锦泰项目和藏格项目收入贡献2.4亿元,本报告期收入贡献为1.02亿,上述项目在本报告期收入金额降低所致。3、报告期内,非经常性损益对公司净利润的影响金额约为469.34万元。","预计2020年1-6月归属于上市公司股东的净利润盈利:11,364.21万元至14,205.26万元,同比上年下降:0%至20%。"
2182,2020-06-30,2020-07-15,300551.SZA,古鳌科技,专用设备,reduction,增亏,-190.0,-160.0,-175.0,"公司上半年受银行类大客户集中采购周期影响,报告期内公司银行类客户销售结构及产品销售结构变化,导致公司上半年利润情况有所下滑。公司业绩具有明显的季节性特征,公司按照年度经营计划有序推进各项工作,经营情况稳定。投资者不宜以本业绩预告期间的净利润情况推测公司全年净利润情况。本报告期内非经常性损益对归属于上市公司股东的净利润的影响约为759万元。","预计2020年1-6月归属于上市公司股东的净利润亏损:1,085.71万元至1,210.98万元,同比上年下降:160%至190%。"
2183,2020-06-30,2020-07-15,300564.SZA,筑博设计,工程建设,reduction,略减,-38.7,-15.99,-27.345,"1、2020年上半年度,公司归属于上市公司股东的净利润与上年同期相比同向下降,主要原因是一季度受新型冠状病毒肺炎疫情影响,公司复工时间延迟,业绩同比上年有较大幅度下降,净利润出现亏损;二季度随着国内新冠疫情逐步得到有效控制,公司积极组织复工复产,营收及利润环比均出现明显增长。2、预计公司2020年1月1日至2020年6月30日非经常性损益对公司净利润的影响金额约为3,944万元,主要是政府补助和理财收益。","预计2020年1-6月归属于上市公司股东的净利润盈利:4,072万元至5,581万元,同比上年下降:15.99%至38.7%。"
2184,2020-06-30,2020-07-15,300600.SZA,瑞特股份,船舶制造,reduction,略减,-14.95,-2.79,-8.87,"1.报告期内,受新型冠状病毒疫情等因素影响,2020年半年度归属于上市公司股东的净利润与同期相比有所下滑。2.预计本报告期非经常性损益对净利润的影响金额约为500万元,上年同期非经常性损益对净利润的影响金额为254万元。","预计2020年1-6月归属于上市公司股东的净利润盈利:2,800万元至3,200万元,同比上年下降:2.79%至14.95%。"
2185,2020-06-30,2020-07-15,002856.SZA,美芝股份,装修装饰,reduction,预减,-81.07,-71.65,-76.36,"报告期内,受新型冠状病毒疫情持续影响,造成项目施工与公司成本费用增加,对公司正常生产经营活动的开展产生了一定影响,从而导致公司业绩同比下滑。","预计2020年1-6月归属于上市公司股东的净利润盈利:219万元至328万元,同比上年下降:71.65%至81.07%。"
2186,2020-06-30,2020-07-15,002793.SZA,罗欣药业,医药制造,reduction,略减,-40.39,-25.06,-32.725,"公司2020年半年度业绩与上年同期相比有所下降的主要原因为受新型冠状病毒肺炎疫情影响,各级医疗终端门诊量、手术量减少,公司消化、呼吸、抗生素等领域的产品受到影响,销售量有所下降。预计随着疫情影响逐渐减弱,各级医疗终端门诊量、手术量逐步恢复,公司相关产品的销售量将逐步回升到正常水平。","预计2020年1-6月归属于上市公司股东的净利润盈利:17,500万元至22,000万元,同比上年下降:25.06%至40.39%。"
2187,2020-06-30,2020-07-15,200160.SZA,东沣B退,房地产,reduction,增亏,-35.15,-14.67,-24.91,"本报告期业绩亏损的主要原因:受房地产开发周期影响,公司新开发的房地产项目-天玺小区处于预售阶段,未能结转收入,导致报告期内公司房地产营业收入同比下降。","预计2020年1-6月归属于上市公司股东的净利润亏损:2,800万元至3,300万元。"
2188,2020-06-30,2020-07-15,000755.SZA,山西路桥,高速公路,reduction,首亏,-291.58,-266.86,-279.22,"本报告期受新冠肺炎疫情影响,自2020年2月17日至2020年5月6日,全国收费公路免收车辆通行费。公司所辖高速公路受此影响,2020年上半年车辆通行费收入大幅降低,因此,公司本报告期利润呈亏损状态。","预计2020年1-6月归属于上市公司股东的净利润亏损:13,500万元至15,500万元,同比上年下降:266.86%至291.58%。"
2189,2020-06-30,2020-07-15,300530.SZA,达志科技,化工行业,reduction,预减,-60.13,-40.46,-50.295,"报告期内,业绩同比上年同期下降的主要原因是:1、受新型冠状病毒疫情及表面工程化学品业务下游需求下滑的影响,公司表面工程化学品业务在维持现有订单和开拓新客户方面困难增加,公司涂镀添加剂系列产品销售较上年同期有一定程度的下降。2、公司新能源动力电池业务正处于持续产能建设和研发投入期间,尚未能产生经济效益。报告期内,预计公司非经常性损益对净利润的影响金额约为4,224.80万元,主要是政府补助款及理财收益。","预计2020年1-6月归属于上市公司股东的净利润盈利:730万元至1,090万元,同比上年下降:40.46%至60.13%。"
2190,2020-06-30,2020-07-15,000720.SZA,新能泰山,综合行业,reduction,首亏,-123.08,-120.36,-121.72,"公司2020年半年度出现亏损的主要原因有:一是公司已竣工房屋大部分已销售,报告期内仅剩余少量在售,房屋销售量减少,房屋销售收入同比降幅较大;二是报告期受新冠肺炎疫情影响,公司各业务板块生产经营受到一定程度的影响;三是报告期内计提缴纳企业所得税。","预计2020年1-6月归属于上市公司股东的净利润亏损:7,500万元至8,500万元。"
2191,2020-06-30,2020-07-15,200553.SZA,安道麦B,农药兽药,reduction,预减,-72.2,-63.7,-67.95,"在销售业务强劲增长的推动下,公司预计2020年第二季度销售额以美元和人民币计算均创同期历史新高;上半年销售额因此将有望与去年同期持平,首次突破140亿元人民币,并连续三年超20亿美元。尽管新冠病毒仍在肆虐,继续干扰全球植保市场,公司仍在第二季度保持了稳健的销售额;受疫情影响,全球多国货币近几个月以来对美元大幅贬值,其中最为显著的有巴西雷亚尔、印度卢比以及土耳其里拉,欧元及澳元对美元的汇率也震荡加剧。汇率变动对公司上半年的业绩产生了负面影响,体现为以美元和人民币计算的销售额增幅低于以固定汇率计算的销售额增幅,以及利润率的下降。销售额。得益于销量实现双位数的强劲增长,以及销售价格上调,以固定汇率计算,第二季度销售额增长预计超过12%;以人民币计算,销售额增幅预计约为7%;以美元计算,预计小幅增长3%,反应出多国货币贬值的明显影响。第二季度以巴西和阿根廷为首的拉美地区增长强劲,克服了区域内各国货币兑美元大幅贬值的不利影响;印度、中东及非洲区得益于有利的气候条件,销售业绩表现强健,带动了二季度的整体增长。在品牌制剂业务的驱动下,公司第二季度在中国保持强劲增长,基本从一季度疫情打击中完全复苏。澳大利亚受惠于有利的降雨而表现强劲,公司预计亚太区在其带动下二季度有望实现强有力的增长。公司预计二季度欧洲销售额将与去年同期持平。北欧地区实现增长,但南欧地区在本种植季面临挑战,二季度大部分时间旱情严重致使一些主要作物的播种面积缩小,抵消了北欧地区的增长。北美受恶劣天气影响,主要作物用药采购量减少,预计二季度销售额将低于去年同期。以固定汇率计算,2020年上半年销售额增幅逼近7%;以人民币计算,上半年销售额预计同比增长4%,在一季度销售额与去年同期持平的基础上进一步提升。尽管新冠疫情带来了种种持续影响(一方面对公司的经营方式构成重重挑战,另一方面造成全球汇市巨震),公司上半年仍然实现销售额增长,突破140亿元人民币。这一增长由拉美地区领衔,该区域的增长主要由阿根廷和秘鲁推动(2019年收购项目完成后做出令人欣喜的贡献);印度、中东及非洲区也增长强劲,印度持续表现强健,南非重新迎来有利天气条件;澳大利亚也因有利的气候条件带动销售额显著增长。毛利。因全球各国货币大幅贬值,超过了业务强劲增长与价格温和上调的收益,公司预计第二季度毛利将低于去年同期。上半年总体情况与此类似,虽然公司业务增长表现坚韧,但未能完全抵消近几个月以来各国货币对美元大幅贬值的影响,导致上半年毛利同比下降。营业利润与息税及折旧摊销前利润(下文简称“EBITDA”)。公司预计第二季度营业利润与EBITDA随毛利下降而减少,但降幅相对温和。公司坚持严控各项营业费用,多国货币疲软于此也在一定程度上有所补益。上半年情况与二季度类似,受疫情对经营活动的限制以及多国货币对美元疲软的影响,上半年营业费用同比减少,但仅部分抵消毛利降幅,营业利润与EBITDA预计均低于去年同期。净利润尽管二季度财务费用同比减少,但仅能部分抵消营业利润降幅,二季度净利润预计同比有所下降。上半年总体与二季度类似,由于营业利润同比减少,净利润预计低于去年同期。尽管公司预计上半年财务费用同比减少,但同期税项费用显著增加,超过财务费用减少的金额,主要原因仍然是巴西雷亚尔兑美元走弱在一季度造成的影响,导致非货币性资产的计价本位币(美元)金额与税务货币(本地货币)金额之间的差额产生了较高税项费用(非现金性)。公司二季度与上半年的列报净利润将继续受到部分一次性科目(主要为非现金性)的影响,影响净额分别约为1.09亿元和3.13亿元人民币,主要包括:(1)2011年中国化工集团收购安道麦农业解决方案有限公司的收购价格分摊的遗留摊销(非现金性),二季度影响净额约为6700万元人民币,上半年约为1.33亿元人民币。此项摊销将于2020年年底结束。(2)与2017年中国化工收购先正达公司有关的资产剥离收益的非现金性摊销费用,二季度影响净额约为5300万元人民币,上半年约为1.07亿元人民币。此项摊销对2020年全年的影响净额预计将从2019年的2.42亿元降至2.15亿元人民币,2021年预计进一步减少到1.64亿元人民币。(3)公司的以色列生产基地就部分员工提前退休计划计提一次性费用(主要于一季度),上半年影响净额约为6600万元人民币。如果剔除上述一次性、主要为非现金性项目的影响后,调整后业绩结果如下所示:调整后的净利润预计在4.77亿元至5.27亿元之间,去年同期调整后净利润为8.87亿元;调整后基本每股收益预计在0.1950元至0.2153元之间,去年同期调整后基本每股收益为0.3626元。","预计2020年1-6月归属于上市公司股东的净利润盈利:16,400万元至21,400万元,同比上年下降:63.7%至72.2%。"
2192,2020-06-30,2020-07-15,000560.SZA,我爱我家,房地产,reduction,预减,-92.12,-88.19,-90.155,"2020年上半年,新型冠状病毒肺炎疫情(以下简称“疫情”)在国内爆发,受疫情影响,因社区封闭等原因导致部分客户选择延后交易,对上半年的房产经纪业务产生了一定影响。同时,公司重点布局线上VR看房、线上签约等新模式以服务储备客户。四月初,需求快速释放,市场出现反弹,至六月末,始终延续较好的成交态势,上述被抑制的需求有望在后续月份逐步释放。疫情期间,公司恪守契约精神、主动承担社会责任,及时、全额向房屋资产管理业务的房东、房产经纪业务的门店房东及商业资产业务的业主支付租金。同时,公司本着最大限度承担社会责任的精神,主动进行租金减免,房屋资产管理业务针对疫情中遇到困难的租客以及医务人员推行爱心租金减免政策;云南的商业购物中心不仅主动响应政府号召阶段性停业,还大幅度降低商户租金以减轻商户运行负担,上述举措阶段性的影响了公司利润。面临疫情带来的经营压力,公司上下积极应对,高效落实各项经营举措,进一步提升精细化管理水平,有序组织复工复产。疫情期间,公司坚定执行数字爱家发展战略,积极扩大IT团队规模和技术投入,2020年上半年,IT团队新增82人,人数达到486人,占控股总部总人数的73%,IT技术投入持续加大,这些战略投入是未来提升公司运营效率,实现优秀业绩的基石。随着二季度疫情得到有效控制,公司各项业务快速恢复,大幅抵消疫情对一季度的业绩影响,在2020年上半年成功实现了持续盈利。","预计2020年1-6月归属于上市公司股东的净利润盈利:3,000万元至4,500万元,同比上年下降:88.19%至92.12%。"
2193,2020-06-30,2020-07-15,000536.SZA,*ST华映,电子元件,unknown,续亏,-5.4,8.65,1.625,"1、2020年半年度,公司处于经营业务恢复和全面转型的关键时期,公司积极拓展面板业务且初见成效,但仍较难覆盖固定成本。2、受汇率波动影响,本报告期公司及子公司财务费用(汇兑损失)较上年同期增加。","预计2020年1-6月归属于上市公司股东的净利润亏损:65,000万元至75,000万元,同比上年变动:-5.4%至8.65%。"
2194,2020-06-30,2020-07-15,000885.SZA,城发环境,高速公路,reduction,预减,-92.6,-88.9,-90.75,"本报告期公司归属于上市公司股东的净利润相较上年同期大幅下降主要原因为:受2020年1月爆发的新型冠状病毒感染的肺炎疫情影响,经国务院同意,自2020年2月17日零时起至自5月6日零时止,全国收费公路免收车辆通行费。子公司河南省许平南高速公路有限责任公司切实贯彻落实交通运输部上述通知要求,通行费收入较上年同期明显下降。","预计2020年1-6月归属于上市公司股东的净利润盈利:2,500万元至3,750万元,同比上年下降:88.9%至92.6%。"
2195,2020-06-30,2020-07-15,000882.SZA,华联股份,商业百货,reduction,预减,-80.75,-71.13,-75.94,"2020年上半年公司购物中心业务及影院业务受新冠肺炎疫情的持续影响,客流、收入及利润均大幅下降,其中公司旗下影院按照疫情防控相关要求仍然暂停营业至今,导致公司2020年上半年营业收入与归属于上市公司股东净利润同比下降。在疫情防控常态化的情况下,公司密切关注疫情发展并适时调整经营策略,严格控制成本费用支出,努力降低疫情对公司经营造成的影响。","预计2020年1-6月归属于上市公司股东的净利润盈利:800万元至1,200万元,同比上年下降:71.13%至80.75%。"
2196,2020-06-30,2020-07-15,000868.SZA,ST安凯,汽车行业,reduction,首亏,-228.45,-189.91,-209.18,"2020年上半年,受新型冠状病毒肺炎疫情影响,公司的原材料供应、物流和市场需求均受到严重影响,公司上半年营业收入未达预期,业绩出现亏损。主要的非经营性损益增加归母净利润约6,000万元。包括:①公司转让安徽安凯福田曙光车桥有限公司40%股权;②收到的政府补助。","预计2020年1-6月归属于上市公司股东的净利润亏损:约3,500万元至5,000万元,同比上年下降:189.91%至228.45%。"
2197,2020-06-30,2020-07-15,000564.SZA,供销大集,商业百货,reduction,首亏,-4975.95,-2968.21,-3972.08,"本报告期,国内经济增速放缓,激烈竞争给公司商业批发零售业务带来冲击较大;加之2020年初新冠疫情爆发,供销大集及旗下子公司为积极配合地方政府疫情管控要求,在全年销售旺季春节时期,严格落实各地疫情防控政策,旗下天津、西安、宝鸡、延安、海口的百货门店分别闭店一个多月到两个多月不等,疫情逐渐好转后,才逐步恢复营业,恢复营业后客流与疫情前相比下滑严重;受疫情影响,原计划的贸易、批发等业务也未能按计划开展;为保障社会民生刚性物资需求、积极履行社会责任,大部分超市门店持续营业,销售商品主要是农副食品、防疫用品、消毒物品等低毛利生活防疫必需品等,并保障商品不涨价甚至低价销售,受疫情影响超市门店客流明显大幅下降;积极响应政府号召,公司出租物业向承租客户都不同程度的减免了疫情防控期间的租金。前述原因导致公司相关业务收入同比大幅下降,公司营业收入减少约60%。公司本报告期非经常性损益主要为处置子公司股权获得的收益,报告期内公司完成处置西安曲江华平置业有限公司以及西安华城置业有限公司100%股权过户,预计取得投资收益为1.8亿元左右,此交易取得的投资收益属于非经常性损益。","预计2020年1-6月归属于上市公司股东的净利润亏损:10,000万元至17,000万元。"
2198,2020-06-30,2020-07-15,000863.SZA,三湘印象,房地产,reduction,预减,-80.69,-80.69,-80.69,"公司本报告期较上年同期业绩下降主要受以下原因影响:1、因项目交房周期影响,本报告期部分项目交房结转收入较上年同期结转收入减少,本期利润相应减少;2、本报告期核算前期并购标的原股东补偿股份公允价值变动-5842.52万元,本项系非经常性损益。","预计2020年1-6月归属于上市公司股东的净利润盈利:7,400万元,同比上年下降:80.69%。"
2199,2020-06-30,2020-07-15,000856.SZA,冀东装备,专用设备,reduction,预减,-71.83,-63.59,-67.71,"公司半年度业绩预计同向下降,主要原因为:1.报告期内,公司计提的坏账准备和存货减值准备同比大幅增加。2.报告期内,受疫情影响及公司产品结构变化,营业收入虽同比上升,但毛利率同比降低。3.报告期内,受疫情影响公司取得社保费用减免,期间费用同比降低。4.报告期内,预计非经常性损益对归属于上市公司股东的净利润的影响约为893万元,主要是公司取得政府补助影响。","预计2020年1-6月归属于上市公司股东的净利润盈利:325万元至420万元,同比上年下降:63.59%至71.83%。"
2200,2020-06-30,2020-07-15,002029.SZA,七匹狼,纺织服装,reduction,预减,-83.8,-75.7,-79.75,"报告期内公司业绩下滑,主要是新冠肺炎疫情及其防控措施对公司的生产和经营造成影响,公司2020年半年度营业收入减少;同时市场竞争更加激烈,导致产品销售毛利率下降,实现利润相应减少。","预计2020年1-6月归属于上市公司股东的净利润盈利:2,000万元至3,000万元,同比上年下降:75.7%至83.8%。"
2201,2020-06-30,2020-07-15,002005.SZA,*ST德豪,家电行业,reduction,增亏,-83.17,-46.17,-64.67,"公司2020年半年度亏损的主要原因如下:1、公司的小家电业务以出口为主,2020年上半年受新冠疫情的影响,公司复产复工延迟,再加上海外疫情的蔓延,报告期内小家电业务的生产、销售均受到一定程度的影响,公司总体产能利用率较低,固定费用摊薄力度下降,导致产品制造成本同比上升、毛利率同比下降,预计亏损4000-5000万元;2、公司LED芯片业务停产后,相关资产闲置中,需要进行资产折旧和摊销,并支出必要的维护成本,预计影响本报告期损益约8000-9000万元;3、报告期内,根据中国会计准则和股票上市规则的要求,计提美国Lumileds诉讼赔偿款利息约2346万元,此外,因美元汇率变动导致此项赔偿款的汇兑损失增加约730万元;4、报告期内,公司收到的政府补贴同比减少约1600万元,公司预计非经常性损益对净利润的影响金额约为1500万元。","预计2020年1-6月归属于上市公司股东的净利润亏损:15,800万元至19,800万元。"
2202,2020-06-30,2020-07-15,000553.SZA,安道麦A,农药兽药,reduction,预减,-72.2,-63.7,-67.95,"在销售业务强劲增长的推动下,公司预计2020年第二季度销售额以美元和人民币计算均创同期历史新高;上半年销售额因此将有望与去年同期持平,首次突破140亿元人民币,并连续三年超20亿美元。尽管新冠病毒仍在肆虐,继续干扰全球植保市场,公司仍在第二季度保持了稳健的销售额;受疫情影响,全球多国货币近几个月以来对美元大幅贬值,其中最为显著的有巴西雷亚尔、印度卢比以及土耳其里拉,欧元及澳元对美元的汇率也震荡加剧。汇率变动对公司上半年的业绩产生了负面影响,体现为以美元和人民币计算的销售额增幅低于以固定汇率计算的销售额增幅,以及利润率的下降。销售额。得益于销量实现双位数的强劲增长,以及销售价格上调,以固定汇率计算,第二季度销售额增长预计超过12%;以人民币计算,销售额增幅预计约为7%;以美元计算,预计小幅增长3%,反应出多国货币贬值的明显影响。第二季度以巴西和阿根廷为首的拉美地区增长强劲,克服了区域内各国货币兑美元大幅贬值的不利影响;印度、中东及非洲区得益于有利的气候条件,销售业绩表现强健,带动了二季度的整体增长。在品牌制剂业务的驱动下,公司第二季度在中国保持强劲增长,基本从一季度疫情打击中完全复苏。澳大利亚受惠于有利的降雨而表现强劲,公司预计亚太区在其带动下二季度有望实现强有力的增长。公司预计二季度欧洲销售额将与去年同期持平。北欧地区实现增长,但南欧地区在本种植季面临挑战,二季度大部分时间旱情严重致使一些主要作物的播种面积缩小,抵消了北欧地区的增长。北美受恶劣天气影响,主要作物用药采购量减少,预计二季度销售额将低于去年同期。以固定汇率计算,2020年上半年销售额增幅逼近7%;以人民币计算,上半年销售额预计同比增长4%,在一季度销售额与去年同期持平的基础上进一步提升。尽管新冠疫情带来了种种持续影响(一方面对公司的经营方式构成重重挑战,另一方面造成全球汇市巨震),公司上半年仍然实现销售额增长,突破140亿元人民币。这一增长由拉美地区领衔,该区域的增长主要由阿根廷和秘鲁推动(2019年收购项目完成后做出令人欣喜的贡献);印度、中东及非洲区也增长强劲,印度持续表现强健,南非重新迎来有利天气条件;澳大利亚也因有利的气候条件带动销售额显著增长。毛利。因全球各国货币大幅贬值,超过了业务强劲增长与价格温和上调的收益,公司预计第二季度毛利将低于去年同期。上半年总体情况与此类似,虽然公司业务增长表现坚韧,但未能完全抵消近几个月以来各国货币对美元大幅贬值的影响,导致上半年毛利同比下降。营业利润与息税及折旧摊销前利润(下文简称“EBITDA”)。公司预计第二季度营业利润与EBITDA随毛利下降而减少,但降幅相对温和。公司坚持严控各项营业费用,多国货币疲软于此也在一定程度上有所补益。上半年情况与二季度类似,受疫情对经营活动的限制以及多国货币对美元疲软的影响,上半年营业费用同比减少,但仅部分抵消毛利降幅,营业利润与EBITDA预计均低于去年同期。净利润尽管二季度财务费用同比减少,但仅能部分抵消营业利润降幅,二季度净利润预计同比有所下降。上半年总体与二季度类似,由于营业利润同比减少,净利润预计低于去年同期。尽管公司预计上半年财务费用同比减少,但同期税项费用显著增加,超过财务费用减少的金额,主要原因仍然是巴西雷亚尔兑美元走弱在一季度造成的影响,导致非货币性资产的计价本位币(美元)金额与税务货币(本地货币)金额之间的差额产生了较高税项费用(非现金性)。公司二季度与上半年的列报净利润将继续受到部分一次性科目(主要为非现金性)的影响,影响净额分别约为1.09亿元和3.13亿元人民币,主要包括:(1)2011年中国化工集团收购安道麦农业解决方案有限公司的收购价格分摊的遗留摊销(非现金性),二季度影响净额约为6700万元人民币,上半年约为1.33亿元人民币。此项摊销将于2020年年底结束。(2)与2017年中国化工收购先正达公司有关的资产剥离收益的非现金性摊销费用,二季度影响净额约为5300万元人民币,上半年约为1.07亿元人民币。此项摊销对2020年全年的影响净额预计将从2019年的2.42亿元降至2.15亿元人民币,2021年预计进一步减少到1.64亿元人民币。(3)公司的以色列生产基地就部分员工提前退休计划计提一次性费用(主要于一季度),上半年影响净额约为6600万元人民币。如果剔除上述一次性、主要为非现金性项目的影响后,调整后业绩结果如下所示:调整后的净利润预计在4.77亿元至5.27亿元之间,去年同期调整后净利润为8.87亿元;调整后基本每股收益预计在0.1950元至0.2153元之间,去年同期调整后基本每股收益为0.3626元。","预计2020年1-6月归属于上市公司股东的净利润盈利:16,400万元至21,400万元,同比上年下降:63.7%至72.2%。"
2203,2020-06-30,2020-07-15,002780.SZA,三夫户外,商业百货,reduction,首亏,-511.74,-374.49,-443.115,"公司2020年上半年受新型冠状病毒肺炎疫情影响,主营业务收入及毛利率较去年同期下降,导致业绩亏损。","预计2020年1-6月归属于上市公司股东的净利润亏损:450万元至675万元,同比上年下降:374.49%至511.74%。"
2204,2020-06-30,2020-07-15,002862.SZA,实丰文化,文教休闲,reduction,首亏,-316.08,-290.66,-303.37,"因二季度国内疫情好转以及欧美逐步开放复工,海内外市场开始回暖,公司销售逐步恢复,销售额比原有预期有所提高。但受新冠肺炎疫情影响,公司上半年营业收入下滑较大,预计较去年同期减少42.81%。","预计2020年1-6月归属于上市公司股东的净利润亏损:1500万元-1700万元,比上年同期下降:290.66%-316.08%。"
2205,2020-06-30,2020-07-15,000806.SZA,*ST银河,输配电气,unknown,减亏,95.13,96.59,95.86,"公司业绩较上年同期减少亏损主要原因系:(1)计提坏账准备减少:公司上年同期对控股股东资金占用款项计提了约5000万元坏账准备,2019年度对该事项已全额计提坏账准备,故本期无需对该事项进行计提;(2)主营业务实现增长:报告期内,在新基建投资和中美贸易战的双重因素影响下,高端电子元器件国产化趋势明显,公司电子元器件业务的营业收入和净利润实现双增长;随着国内固定资产投资规模加大,传统行业客户需求增加,变压器业务收入出现恢复性增长,盈利情况有所改善。",预计2020年1-6月归属于上市公司股东的净利润亏损:350万元至500万元。
2206,2020-06-30,2020-07-15,002665.SZA,首航高科,机械行业,reduction,首亏,-781.64,-611.23,-696.435,"公司2020年半年度业绩受新冠肺炎疫情影响,公司主要下游客户需求延缓,公司业务开展受到一定程度的影响,导致公司营业收入下滑,净利润较去年同期下降。","预计2020年1-6月归属于上市公司股东的净利润亏损:6,000万元至8,000万元。"
2207,2020-06-30,2020-07-15,300756.SZA,中山金马,旅游酒店,reduction,首亏,-112.4,-107.75,-110.075,"1、2020年一季度,受新冠疫情影响,行业下游企业复工时间延迟,公司产品交付延期,导致公司短期业绩承压,一季度亏损2,258.16万元。2、自第二季度起,公司经营情况稳步发展,订单新增情况良好,生产满负荷运行,营业收入呈逐月上升趋势,业绩表现较第一季度有明显改善和提升;但由于公司产品销售收入主要以第三方检测并出具检验报告为依据来确认,部分项目虽已完工,其销售收入仍未能在本报告期内确认,故公司第二季度的盈利尚无法完全弥补第一季度造成的亏损。整体而言,预期公司未来业绩将持续向好。3、预计2020年1-6月非经常性损益对归属于上市公司股东净利润的影响金额约为650万元。",预计2020年1-6月归属于上市公司股东的净利润亏损:500万元至800万元。
2208,2020-06-30,2020-07-15,002528.SZA,英飞拓,安防设备,reduction,增亏,-1944.0,-1433.0,-1688.5,"1、自2020年1月下旬以来,受新冠肺炎疫情影响,一方面,公司产品销售下滑;另一方面,公司在建项目进度放缓,存在延期验收的情况,上半年可确认收入周期延长。2、公司经营受季节性因素影响,全年业绩较多体现在下半年。","预计2020年1-6月归属于上市公司股东的净利润亏损:6,000万元至8,000万元。"
2209,2020-06-30,2020-07-15,000572.SZA,ST海马,汽车行业,unknown,续亏,-6.59,21.46,7.435,"1.受新型冠状病毒肺炎疫情等影响,公司汽车产销量同比大幅下滑。2.本报告期,公司获得政府补助43,238,085.60元。","预计2020年1-6月归属于上市公司股东的净利润亏损:14,000万元至19,000万元。"
2210,2020-06-30,2020-07-15,000683.SZA,远兴能源,化工行业,reduction,首亏,-120.08,-115.85,-117.965,"报告期内,一方面受化工产品市场低迷及疫情影响,公司主要产品市场价格大幅下滑、毛利率下降;另一方面公司对联营企业的投资收益降低。上述因素导致公司2020年半年度归属于上市公司股东的净利润与上年同期相比出现大幅下降。","预计2020年1-6月归属于上市公司股东的净利润亏损:7,500万元至9,500万元,同比上年下降:115.85%至120.08%。"
2211,2020-06-30,2020-07-15,000687.SZA,*ST华讯,通讯行业,unknown,续亏,-15.62,18.38,1.38,"公司本期业绩较上年同期下降的主要原因为:报告期内,公司部分业务因人员变动及宏观经济环境等因素影响,出现业务暂时停滞,导致业绩下滑,公司目前已通过业务整合、控制成本等方式改善业务体系以支撑业务的可持续发展;2020年上半年,公司出现部分银行借款逾期及银行账户冻结,公司及子公司面临需支付相关逾期利息和罚息,导致公司财务费用增加,债务逾期事项导致公司融资能力下降,加剧公司的资金紧张状况,对部分业务造成一定的影响。目前公司正在积极与相关债权人协商和解方案,争取尽快与债权人就债务解决方案达成一致意见,同时通过加快回收应收账款、处置资产等方式全力筹措偿债资金。","预计2020年1-6月归属于上市公司股东的净利润亏损:6,000万元至8,500万元。"
2212,2020-06-30,2020-07-15,000695.SZA,滨海能源,造纸印刷,reduction,首亏,-690.86,-493.91,-592.385,"公司重要控股子公司天津海顺印业包装有限公司处于快消品的下游,因新冠疫情,受到上游餐饮及食品包装的传导效应影响,订单减少,预计2020年半年度业绩亏损。","预计2020年1-6月归属于上市公司股东的净利润亏损:1,100万元至1,650万元,同比上年下降:493.91%至690.86%。"
